STATIONS_ID;MESS_DATUM;QN_4;NEBEL;GEWITTER;STURM_6;STURM_8; TAU;GLATTEIS;REIF;GRAUPEL;HAGEL;eor
       1346;19491111;    5;   1;   0;   0;   1;   0;   0;   0;   0;   0;eor
       1346;19491112;    5;   1;   0;   0;   1;   0;   0;   0;   1;   0;eor
       1346;19491113;    5;   1;   0;   0;   1;   0;   0;   0;   0;   0;eor
       1346;19491114;    5;   1;   0;   0;   0;   0;   0;   0;   0;   0;eor
       1346;19491115;    5;   1;   0;   1;   0;   0;   0;   0;   0;   0;eor
       1346;19491116;    5;   1;   0;   0;   0;   0;   0;   0;   0;   0;eor
       1346;19491117;    5;   1;   0;   1;   0;   0;   0;   0;   0;   0;eor
       1346;19491118;    5;   0;   0;   1;   0;   0;   0;   0;   0;   0;eor
       1346;19491119;    5;   0;   0;   1;   0;   0;   0;   0;   0;   0;eor
       1346;19491120;    5;   1;   0;   0;   1;   0;   0;   0;   0;   0;eor
       1346;19491121;    5;   1;   0;   0;   1;   0;   0;   0;   0;   0;eor
       1346;19491122;    5;   1;   0;   0;   1;   0;   0;   0;   0;   0;eor
       1346;19491123;    5;   1;   0;   1;   0;   0;   0;   0;   0;   0;eor
